id,first_name,last_name,gender,Grade,absence_days,tardy_days,math_grade,science_grade,english_grade,it_grade,math_pass,science_pass,english_pass,it_pass,avg_grade,attendance_rate,tardy_rate,total_attendance_issues,attendance_situation,pass_status,attendance_category,grade_level_group,at_risk,needs_intervention,failed_subjects,best_subject,worst_subject,grade_variance,performance_tier,honor_roll
279,Dmitri,Dorro,Male,7,22,21,51,12,96,2,1,0,1,0,40.25,87.78,11.67,43,Excessive Absence,Fail,Exessive,Middle (6-8),0,1,2,English,It,42.76,Failing,0
280,Carce,Ackenhead,Male,12,30,8,2,15,5,34,0,0,0,0,14.0,83.33,4.44,38,Excessive Absence,Fail,Exessive,High (9-12),1,1,4,It,Math,14.45,Failing,0
281,Merline,Witheford,Female,2,17,5,50,86,50,50,1,1,1,1,59.0,90.56,2.78,22,Excessive Absence,Pass,Concerning,Elementary (1-5),0,1,0,Science,Math,18.0,Passing,0
282,Lesley,Nore,Male,12,21,15,23,30,27,63,0,0,0,1,35.75,88.33,8.33,36,Excessive Absence,Fail,Exessive,High (9-12),0,1,3,It,Math,18.39,Failing,0
283,Clarissa,Attenborrow,Female,7,11,16,79,84,7,76,1,1,0,1,61.5,93.89,8.89,27,Excessive Absence,Pass,Concerning,Middle (6-8),0,1,1,Science,English,36.48,Needs Improvement,0
284,Leanor,Bynert,Female,12,26,29,97,98,13,77,1,1,0,1,71.25,85.56,16.11,55,Excessive Absence,Pass,Exessive,High (9-12),0,1,1,Science,English,40.02,Satisfactory,0
285,Holden,O'Dulchonta,Male,7,19,23,96,61,96,92,1,1,1,1,86.25,89.44,12.78,42,Excessive Absence,Pass,Exessive,Middle (6-8),0,1,0,Math,Science,16.94,Good,0
286,Fredek,Bavester,Male,10,30,48,15,42,65,18,0,0,1,0,35.0,83.33,26.67,78,Excessive Absence,Fail,Exessive,High (9-12),1,1,3,English,Math,23.37,Failing,0
287,Davita,Goodley,Female,7,22,46,32,100,16,74,0,1,0,1,55.5,87.78,25.56,68,Excessive Absence,Pass,Exessive,Middle (6-8),0,1,2,Science,English,38.45,Passing,0
288,Orlando,Doughtery,Male,2,25,26,50,50,50,50,1,1,1,1,50.0,86.11,14.44,51,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,Math,0.0,Passing,0
289,Etienne,Kullmann,Male,10,7,37,5,75,9,2,0,1,0,0,22.75,96.11,20.56,44,Excessive Tardiness,Fail,Exessive,High (9-12),0,1,3,Science,It,34.95,Failing,0
290,Jacob,Haselgrove,Male,4,10,7,50,77,50,70,1,1,1,1,61.75,94.44,3.89,17,Acceptable,Pass,Moderate,Elementary (1-5),0,0,0,Science,Math,13.87,Needs Improvement,0
291,Bartel,Callander,Male,7,20,0,71,68,79,12,1,1,1,0,57.5,88.89,0.0,20,Excessive Absence,Pass,Moderate,Middle (6-8),0,1,1,English,It,30.69,Passing,0
292,Gabey,Tordiffe,Female,4,28,42,97,51,50,50,1,1,1,1,62.0,84.44,23.33,70,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,English,23.34,Needs Improvement,0
293,Dov,Arp,Male,9,24,38,35,17,87,44,0,0,1,0,45.75,86.67,21.11,62,Excessive Absence,Fail,Exessive,High (9-12),0,1,3,English,Science,29.7,Failing,0
294,Nancee,Potes,Female,5,11,45,90,92,72,50,1,1,1,1,76.0,93.89,25.0,56,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Science,It,19.53,Satisfactory,0
295,Marian,Lighterness,Female,8,2,12,0,48,31,15,0,0,0,0,23.5,98.89,6.67,14,Acceptable,Fail,Moderate,Middle (6-8),0,0,4,Science,Math,20.66,Failing,0
296,Adiana,Bloore,Female,2,14,10,50,50,95,50,1,1,1,1,61.25,92.22,5.56,24,Excessive Absence,Pass,Concerning,Elementary (1-5),0,1,0,English,Math,22.5,Needs Improvement,0
297,Andromache,Joesbury,Female,4,5,35,50,50,58,88,1,1,1,1,61.5,97.22,19.44,40,Excessive Tardiness,Pass,Exessive,Elementary (1-5),0,1,0,It,Math,18.06,Needs Improvement,0
298,Judon,Sexcey,Male,1,9,1,79,50,56,99,1,1,1,1,71.0,95.0,0.56,10,Acceptable,Pass,Good,Elementary (1-5),0,0,0,It,Science,22.46,Satisfactory,0
299,Gaultiero,Enticott,Male,5,4,25,50,64,50,50,1,1,1,1,53.5,97.78,13.89,29,Excessive Tardiness,Pass,Concerning,Elementary (1-5),0,1,0,Science,Math,7.0,Passing,0
300,Flo,Moncrieffe,Female,1,15,23,54,50,97,50,1,1,1,1,62.75,91.67,12.78,38,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,English,Science,22.91,Needs Improvement,0
301,Dur,Twinborough,Male,7,15,36,42,83,18,15,0,1,0,0,39.5,91.67,20.0,51,Excessive Absence,Fail,Exessive,Middle (6-8),0,1,3,Science,It,31.42,Failing,0
302,Warden,Megarry,Male,4,13,23,50,50,50,61,1,1,1,1,52.75,92.78,12.78,36,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,It,Math,5.5,Passing,0
303,Gunar,Feehery,Male,12,11,3,49,98,49,38,0,1,0,0,58.5,93.89,1.67,14,Excessive Absence,Pass,Moderate,High (9-12),0,1,3,Science,It,26.84,Passing,0
304,Collie,Swinney,Female,3,0,7,50,87,50,50,1,1,1,1,59.25,100.0,3.89,7,Acceptable,Pass,Good,Elementary (1-5),0,0,0,Science,Math,18.5,Passing,0
305,Loria,Kilrow,Female,1,18,30,50,95,75,96,1,1,1,1,79.0,90.0,16.67,48,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,It,Math,21.62,Satisfactory,0
306,Lorenzo,Bourton,Male,2,23,42,98,50,53,50,1,1,1,1,62.75,87.22,23.33,65,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,Science,23.54,Needs Improvement,0
307,Bradan,Phippen,Male,11,19,3,7,76,69,42,0,1,1,0,48.5,89.44,1.67,22,Excessive Absence,Fail,Concerning,High (9-12),0,1,2,Science,Math,31.31,Failing,0
308,Almeta,Loeber,Female,9,24,15,70,5,36,9,1,0,0,0,30.0,86.67,8.33,39,Excessive Absence,Fail,Exessive,High (9-12),0,1,3,Math,Science,30.01,Failing,0
309,Daffi,Ovid,Female,7,14,13,21,16,91,54,0,0,1,1,45.5,92.22,7.22,27,Excessive Absence,Fail,Concerning,Middle (6-8),0,1,2,English,Science,34.7,Failing,0
310,Yorgo,Bengtsen,Male,6,14,32,50,54,50,50,1,1,1,1,51.0,92.22,17.78,46,Excessive Absence,Pass,Exessive,Middle (6-8),0,1,0,Science,Math,2.0,Passing,0
311,Pedro,Kristof,Male,2,15,37,70,71,87,89,1,1,1,1,79.25,91.67,20.56,52,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,It,Math,10.14,Satisfactory,0
312,Chloris,Gomersal,Female,9,4,9,87,21,9,4,1,0,0,0,30.25,97.78,5.0,13,Acceptable,Fail,Moderate,High (9-12),0,0,3,Math,It,38.5,Failing,0
313,Beitris,Shackleford,Female,4,3,48,64,50,50,50,1,1,1,1,53.5,98.33,26.67,51,Excessive Tardiness,Pass,Exessive,Elementary (1-5),0,1,0,Math,Science,7.0,Passing,0
314,Cheslie,Hanrott,Female,3,1,25,61,59,79,50,1,1,1,1,62.25,99.44,13.89,26,Excessive Tardiness,Pass,Concerning,Elementary (1-5),0,1,0,English,It,12.15,Needs Improvement,0
315,Bibbie,Beccles,Female,9,17,12,9,64,39,20,0,1,0,0,33.0,90.56,6.67,29,Excessive Absence,Fail,Concerning,High (9-12),0,1,3,Science,Math,24.1,Failing,0
316,Shep,Faircliff,Male,6,24,38,80,50,50,50,1,1,1,1,57.5,86.67,21.11,62,Excessive Absence,Pass,Exessive,Middle (6-8),0,1,0,Math,Science,15.0,Passing,0
317,Nicola,Bloxam,Female,2,27,25,50,52,85,74,1,1,1,1,65.25,85.0,13.89,52,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,English,Math,17.08,Needs Improvement,0
318,Deb,Tanslie,Female,8,8,50,58,54,10,30,1,1,0,0,38.0,95.56,27.78,58,Excessive Tardiness,Fail,Exessive,Middle (6-8),0,1,2,Math,English,22.39,Failing,0
319,Katy,Ellingsworth,Female,12,7,29,89,16,23,38,1,0,0,0,41.5,96.11,16.11,36,Excessive Tardiness,Fail,Exessive,High (9-12),0,1,3,Math,Science,32.97,Failing,0
320,Wanda,Vanlint,Female,8,18,12,5,63,63,19,0,1,1,0,37.5,90.0,6.67,30,Excessive Absence,Fail,Concerning,Middle (6-8),0,1,2,Science,Math,29.99,Failing,0
321,Joann,Sharrocks,Female,2,8,18,50,50,50,80,1,1,1,1,57.5,95.56,10.0,26,Tardiness and absence issues,Pass,Concerning,Elementary (1-5),0,1,0,It,Math,15.0,Passing,0
322,Jacklin,Gofford,Female,4,23,44,69,50,65,50,1,1,1,1,58.5,87.22,24.44,67,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,Science,9.95,Passing,0
323,Nora,Christian,Female,7,7,14,32,24,1,57,0,0,0,1,28.5,96.11,7.78,21,Acceptable,Fail,Concerning,Middle (6-8),0,0,3,It,English,23.1,Failing,0
324,Birch,Mebes,Male,11,20,36,65,33,52,38,1,0,1,0,47.0,88.89,20.0,56,Excessive Absence,Fail,Exessive,High (9-12),0,1,2,Math,Science,14.45,Failing,0
325,Tim,Simanenko,Female,9,21,35,38,52,97,22,0,1,1,0,52.25,88.33,19.44,56,Excessive Absence,Pass,Exessive,High (9-12),0,1,2,English,It,32.25,Passing,0
326,Afton,Bilt,Female,8,7,10,87,71,91,95,1,1,1,1,86.0,96.11,5.56,17,Acceptable,Pass,Moderate,Middle (6-8),0,0,0,It,Science,10.52,Good,0
327,Halsy,Thulborn,Male,2,0,12,50,50,50,80,1,1,1,1,57.5,100.0,6.67,12,Acceptable,Pass,Moderate,Elementary (1-5),0,0,0,It,Math,15.0,Passing,0
328,Dahlia,Hewertson,Female,12,26,47,61,79,83,36,1,1,1,0,64.75,85.56,26.11,73,Excessive Absence,Pass,Exessive,High (9-12),0,1,1,English,It,21.42,Needs Improvement,0
329,Darby,O'Kenny,Male,3,29,8,100,79,50,66,1,1,1,1,73.75,83.89,4.44,37,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,English,21.14,Satisfactory,0
330,Pooh,Heisler,Female,10,1,33,56,47,79,33,1,0,1,0,53.75,99.44,18.33,34,Excessive Tardiness,Pass,Exessive,High (9-12),0,1,2,English,It,19.31,Passing,0
331,Carie,Benninger,Female,3,3,38,50,65,92,85,1,1,1,1,73.0,98.33,21.11,41,Excessive Tardiness,Pass,Exessive,Elementary (1-5),0,1,0,English,Math,19.13,Satisfactory,0
332,Kliment,Spirritt,Male,5,17,50,50,50,50,50,1,1,1,1,50.0,90.56,27.78,67,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,Math,0.0,Passing,0
333,Cherry,Marcos,Female,12,29,13,16,65,23,95,0,1,0,1,49.75,83.89,7.22,42,Excessive Absence,Fail,Exessive,High (9-12),1,1,2,It,Math,37.12,Failing,0
334,Forrest,Knatt,Male,3,22,24,50,50,50,50,1,1,1,1,50.0,87.78,13.33,46,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,Math,0.0,Passing,0
335,Cullie,Crockatt,Male,1,22,18,50,50,50,50,1,1,1,1,50.0,87.78,10.0,40,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,Math,0.0,Passing,0
336,Tony,Angood,Male,6,21,7,50,82,50,70,1,1,1,1,63.0,88.33,3.89,28,Excessive Absence,Pass,Concerning,Middle (6-8),0,1,0,Science,Math,15.79,Needs Improvement,0
337,Ryun,Bordone,Male,11,17,43,71,89,41,49,1,1,0,0,62.5,90.56,23.89,60,Excessive Absence,Pass,Exessive,High (9-12),0,1,2,Science,English,21.75,Needs Improvement,0
338,Mohandas,Di Pietro,Male,5,19,34,50,75,50,51,1,1,1,1,56.5,89.44,18.89,53,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Science,Math,12.34,Passing,0
339,Vivian,Hopkins,Female,3,18,23,70,89,50,99,1,1,1,1,77.0,90.0,12.78,41,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,It,English,21.65,Satisfactory,0
340,Hubert,Worrell,Male,12,29,44,93,60,12,53,1,1,0,1,54.5,83.89,24.44,73,Excessive Absence,Pass,Exessive,High (9-12),1,1,1,Math,English,33.27,Passing,0
341,Verne,Lapsley,Male,10,3,41,60,0,30,24,1,0,0,0,28.5,98.33,22.78,44,Excessive Tardiness,Fail,Exessive,High (9-12),0,1,3,Math,Science,24.68,Failing,0
342,Dillie,Dael,Male,9,23,37,93,13,4,69,1,0,0,1,44.75,87.22,20.56,60,Excessive Absence,Fail,Exessive,High (9-12),0,1,2,Math,English,43.15,Failing,0
343,Jorgan,Cowlam,Male,3,18,30,50,60,50,53,1,1,1,1,53.25,90.0,16.67,48,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Science,Math,4.72,Passing,0
344,Gearalt,Wrightham,Male,4,26,19,50,77,99,50,1,1,1,1,69.0,85.56,10.56,45,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,English,Math,23.71,Needs Improvement,0
345,Lefty,Loveitt,Male,7,18,12,73,87,76,18,1,1,1,0,63.5,90.0,6.67,30,Excessive Absence,Pass,Concerning,Middle (6-8),0,1,1,Science,It,30.92,Needs Improvement,0
346,Nichole,Hencke,Female,5,11,23,50,50,54,98,1,1,1,1,63.0,93.89,12.78,34,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,It,Math,23.41,Needs Improvement,0
347,Darleen,Liverock,Female,6,27,34,50,51,50,50,1,1,1,1,50.25,85.0,18.89,61,Excessive Absence,Pass,Exessive,Middle (6-8),0,1,0,Science,Math,0.5,Passing,0
348,Cassandre,Forker,Female,10,3,33,14,68,71,95,0,1,1,1,62.0,98.33,18.33,36,Excessive Tardiness,Pass,Exessive,High (9-12),0,1,1,It,Math,34.21,Needs Improvement,0
349,Dolf,Rentilll,Male,9,18,21,48,78,60,39,0,1,1,0,56.25,90.0,11.67,39,Excessive Absence,Pass,Exessive,High (9-12),0,1,2,Science,It,16.86,Passing,0
350,Shannon,Crosser,Male,5,28,19,50,92,50,68,1,1,1,1,65.0,84.44,10.56,47,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Science,Math,19.9,Needs Improvement,0
351,Kaspar,Bingley,Male,12,26,17,45,19,84,84,0,0,1,1,58.0,85.56,9.44,43,Excessive Absence,Pass,Exessive,High (9-12),0,1,2,English,Science,31.84,Passing,0
352,Janetta,Riordan,Female,8,10,30,30,34,88,100,0,0,1,1,63.0,94.44,16.67,40,Excessive Tardiness,Pass,Exessive,Middle (6-8),0,1,2,It,Math,36.17,Needs Improvement,0
353,Nappy,Blockey,Male,5,23,37,50,50,50,50,1,1,1,1,50.0,87.22,20.56,60,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,Math,0.0,Passing,0
354,Olly,Yarr,Male,12,8,11,67,65,98,64,1,1,1,1,73.5,95.56,6.11,19,Acceptable,Pass,Moderate,High (9-12),0,0,0,English,It,16.38,Satisfactory,0
355,Nicolina,Scalera,Female,12,29,46,56,4,48,46,1,0,0,0,38.5,83.89,25.56,75,Excessive Absence,Fail,Exessive,High (9-12),1,1,3,Math,Science,23.4,Failing,0
356,Hagen,Margach,Male,7,5,48,9,19,85,56,0,0,1,1,42.25,97.22,26.67,53,Excessive Tardiness,Fail,Exessive,Middle (6-8),0,1,2,English,Math,34.94,Failing,0
357,Marcy,Tybalt,Female,9,11,9,42,99,57,2,0,1,1,0,50.0,93.89,5.0,20,Excessive Absence,Pass,Moderate,High (9-12),0,1,2,Science,It,40.07,Passing,0
358,Zea,Withams,Female,11,19,9,94,99,57,68,1,1,1,1,79.5,89.44,5.0,28,Excessive Absence,Pass,Concerning,High (9-12),0,1,0,Science,English,20.24,Satisfactory,0
359,Hercule,Toffetto,Male,11,5,48,34,3,60,45,0,0,1,0,35.5,97.22,26.67,53,Excessive Tardiness,Fail,Exessive,High (9-12),0,1,3,English,Science,24.15,Failing,0
360,Gilligan,Holsall,Female,11,13,22,12,62,89,92,0,1,1,1,63.75,92.78,12.22,35,Excessive Absence,Pass,Exessive,High (9-12),0,1,1,It,Math,37.04,Needs Improvement,0
361,Byran,Ainsley,Male,12,30,15,98,53,70,46,1,1,1,0,66.75,83.33,8.33,45,Excessive Absence,Pass,Exessive,High (9-12),0,1,1,Math,It,23.14,Needs Improvement,0
362,Quinn,Ewells,Male,10,21,34,79,3,74,86,1,0,1,1,60.5,88.33,18.89,55,Excessive Absence,Pass,Exessive,High (9-12),0,1,1,It,Science,38.65,Needs Improvement,0
363,Keely,Quarrie,Female,7,24,41,58,62,80,48,1,1,1,0,62.0,86.67,22.78,65,Excessive Absence,Pass,Exessive,Middle (6-8),0,1,1,English,It,13.37,Needs Improvement,0
364,Salvatore,Pleace,Male,12,3,17,67,25,27,14,1,0,0,0,33.25,98.33,9.44,20,Acceptable,Fail,Moderate,High (9-12),0,0,3,Math,It,23.21,Failing,0
365,Lanny,Targetter,Female,9,21,44,4,14,90,64,0,0,1,1,43.0,88.33,24.44,65,Excessive Absence,Fail,Exessive,High (9-12),0,1,2,English,Math,40.87,Failing,0
366,Faustine,Reddie,Female,3,20,1,50,50,50,50,1,1,1,1,50.0,88.89,0.56,21,Excessive Absence,Pass,Concerning,Elementary (1-5),0,1,0,Math,Math,0.0,Passing,0
367,Theda,Zimmermanns,Female,3,22,47,88,50,50,50,1,1,1,1,59.5,87.78,26.11,69,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,Science,19.0,Passing,0
368,Killian,Geare,Male,2,11,16,50,50,50,50,1,1,1,1,50.0,93.89,8.89,27,Excessive Absence,Pass,Concerning,Elementary (1-5),0,1,0,Math,Math,0.0,Passing,0
369,Nita,Reimer,Female,5,9,8,50,50,50,60,1,1,1,1,52.5,95.0,4.44,17,Acceptable,Pass,Moderate,Elementary (1-5),0,0,0,It,Math,5.0,Passing,0
370,Ferne,Moakler,Female,12,19,7,58,52,35,87,1,1,0,1,58.0,89.44,3.89,26,Excessive Absence,Pass,Concerning,High (9-12),0,1,1,It,English,21.65,Passing,0
371,Craggy,Iacobucci,Male,11,23,31,41,50,73,52,0,1,1,1,54.0,87.22,17.22,54,Excessive Absence,Pass,Exessive,High (9-12),0,1,1,English,Math,13.54,Passing,0
372,Elly,Crewther,Female,3,17,16,73,50,64,50,1,1,1,1,59.25,90.56,8.89,33,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,Science,11.3,Passing,0
373,Royall,Kaiser,Male,1,24,22,71,50,50,55,1,1,1,1,56.5,86.67,12.22,46,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,Science,9.95,Passing,0
374,Alberik,Labbati,Male,12,4,3,6,39,69,4,0,0,1,0,29.5,97.78,1.67,7,Acceptable,Fail,Good,High (9-12),0,0,3,English,It,30.84,Failing,0
375,Cassy,Abson,Female,12,10,44,42,20,33,3,0,0,0,0,24.5,94.44,24.44,54,Excessive Tardiness,Fail,Exessive,High (9-12),0,1,4,Math,It,16.94,Failing,0
376,Nikki,Delbergue,Male,8,21,41,49,96,70,52,0,1,1,1,66.75,88.33,22.78,62,Excessive Absence,Pass,Exessive,Middle (6-8),0,1,1,Science,Math,21.59,Needs Improvement,0
377,Kitty,Badwick,Female,12,11,25,85,95,57,61,1,1,1,1,74.5,93.89,13.89,36,Excessive Absence,Pass,Exessive,High (9-12),0,1,0,Science,English,18.43,Satisfactory,0
378,Shell,Langcastle,Male,4,29,19,90,50,50,50,1,1,1,1,60.0,83.89,10.56,48,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,Science,20.0,Needs Improvement,0
379,Arluene,Bartolini,Female,5,23,42,75,61,53,96,1,1,1,1,71.25,87.22,23.33,65,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,It,English,18.84,Satisfactory,0
380,Charley,Crabbe,Male,12,2,38,75,59,72,9,1,1,1,0,53.75,98.89,21.11,40,Excessive Tardiness,Pass,Exessive,High (9-12),0,1,1,Math,It,30.63,Passing,0
381,Teddy,Jorczyk,Female,10,16,48,99,52,22,83,1,1,0,1,64.0,91.11,26.67,64,Excessive Absence,Pass,Exessive,High (9-12),0,1,1,Math,English,34.13,Needs Improvement,0
382,Leanora,Chatwin,Female,3,14,26,72,50,50,50,1,1,1,1,55.5,92.22,14.44,40,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,Science,11.0,Passing,0
383,Ellynn,Cucuzza,Female,3,17,9,52,61,50,97,1,1,1,1,65.0,90.56,5.0,26,Excessive Absence,Pass,Concerning,Elementary (1-5),0,1,0,It,English,21.86,Needs Improvement,0
384,Lin,Whitmarsh,Female,6,26,3,72,50,50,50,1,1,1,1,55.5,85.56,1.67,29,Excessive Absence,Pass,Concerning,Middle (6-8),0,1,0,Math,Science,11.0,Passing,0
385,Nate,Cubbinelli,Male,12,17,45,94,4,88,95,1,0,1,1,70.25,90.56,25.0,62,Excessive Absence,Pass,Exessive,High (9-12),0,1,1,It,Science,44.27,Satisfactory,0
386,Hatti,Petzolt,Female,1,23,12,50,56,50,94,1,1,1,1,62.5,87.22,6.67,35,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,It,Math,21.19,Needs Improvement,0
387,Giuseppe,Jakeman,Male,3,2,18,50,76,50,86,1,1,1,1,65.5,98.89,10.0,20,Acceptable,Pass,Moderate,Elementary (1-5),0,0,0,It,Math,18.36,Needs Improvement,0
388,Kellen,Jerromes,Male,8,25,15,47,32,34,49,0,0,0,0,40.5,86.11,8.33,40,Excessive Absence,Fail,Exessive,Middle (6-8),0,1,4,It,Science,8.74,Failing,0
389,Perice,Lofts,Male,3,6,17,53,50,100,50,1,1,1,1,63.25,96.67,9.44,23,Acceptable,Pass,Concerning,Elementary (1-5),0,0,0,English,Science,24.54,Needs Improvement,0
390,Ddene,Sumers,Female,6,13,12,93,60,59,50,1,1,1,1,65.5,92.78,6.67,25,Excessive Absence,Pass,Concerning,Middle (6-8),0,1,0,Math,It,18.88,Needs Improvement,0
391,Babs,Billingham,Female,10,27,41,3,55,46,93,0,1,0,1,49.25,85.0,22.78,68,Excessive Absence,Fail,Exessive,High (9-12),0,1,2,It,Math,36.95,Failing,0
392,Stormy,Puttnam,Female,11,24,0,58,86,23,55,1,1,0,1,55.5,86.67,0.0,24,Excessive Absence,Pass,Concerning,High (9-12),0,1,1,Science,English,25.77,Passing,0
393,Mellicent,Belvard,Female,5,22,30,71,50,50,53,1,1,1,1,56.0,87.78,16.67,52,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,Science,10.1,Passing,0
394,Louella,Gribbin,Female,6,7,13,97,50,73,50,1,1,1,1,67.5,96.11,7.22,20,Acceptable,Pass,Moderate,Middle (6-8),0,0,0,Math,Science,22.46,Needs Improvement,0
395,Eilis,Nelsen,Female,3,14,46,63,63,70,66,1,1,1,1,65.5,92.22,25.56,60,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,English,Math,3.32,Needs Improvement,0
396,Davie,Meehan,Male,2,18,6,57,50,50,53,1,1,1,1,52.5,90.0,3.33,24,Excessive Absence,Pass,Concerning,Elementary (1-5),0,1,0,Math,Science,3.32,Passing,0
397,Cornelle,Harbidge,Female,8,6,20,59,64,88,86,1,1,1,1,74.25,96.67,11.11,26,Tardiness and absence issues,Pass,Concerning,Middle (6-8),0,1,0,English,Math,14.89,Satisfactory,0
398,Allix,Gatrill,Female,5,18,12,50,50,50,60,1,1,1,1,52.5,90.0,6.67,30,Excessive Absence,Pass,Concerning,Elementary (1-5),0,1,0,It,Math,5.0,Passing,0
399,Angie,Sly,Female,7,12,6,32,91,77,67,0,1,1,1,66.75,93.33,3.33,18,Excessive Absence,Pass,Moderate,Middle (6-8),0,1,1,Science,Math,25.17,Needs Improvement,0
400,Ninon,Penni,Female,10,30,38,94,72,60,19,1,1,1,0,61.25,83.33,21.11,68,Excessive Absence,Pass,Exessive,High (9-12),0,1,1,Math,It,31.49,Needs Improvement,0
401,Forester,Callam,Male,1,23,46,50,92,55,55,1,1,1,1,63.0,87.22,25.56,69,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Science,Math,19.48,Needs Improvement,0
402,Harwilll,Elnough,Male,1,14,17,55,50,50,77,1,1,1,1,58.0,92.22,9.44,31,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,It,Science,12.88,Passing,0
403,Obie,Chavrin,Male,8,4,1,18,9,19,75,0,0,0,1,30.25,97.78,0.56,5,Acceptable,Fail,Good,Middle (6-8),0,0,3,It,Science,30.17,Failing,0
404,Fanya,Aldwinckle,Female,11,22,18,81,25,65,12,1,0,1,0,45.75,87.78,10.0,40,Excessive Absence,Fail,Exessive,High (9-12),0,1,2,Math,It,32.57,Failing,0
405,Quintina,Sokale,Female,3,22,47,50,50,54,83,1,1,1,1,59.25,87.78,26.11,69,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,It,Math,15.95,Passing,0
406,Betteann,Lodwick,Female,4,0,19,50,50,50,50,1,1,1,1,50.0,100.0,10.56,19,Acceptable,Pass,Moderate,Elementary (1-5),0,0,0,Math,Math,0.0,Passing,0
407,Geraldine,Gidley,Female,4,12,22,50,67,87,50,1,1,1,1,63.5,93.33,12.22,34,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,English,Math,17.6,Needs Improvement,0
408,Frasier,Gingles,Male,5,9,15,53,50,83,69,1,1,1,1,63.75,95.0,8.33,24,Acceptable,Pass,Concerning,Elementary (1-5),0,0,0,English,Science,15.31,Needs Improvement,0
409,Timothea,Shearstone,Female,1,1,43,50,50,71,98,1,1,1,1,67.25,99.44,23.89,44,Excessive Tardiness,Pass,Exessive,Elementary (1-5),0,1,0,It,Math,22.77,Needs Improvement,0
410,Paddie,Warnock,Male,12,16,46,16,66,78,96,0,1,1,1,64.0,91.11,25.56,62,Excessive Absence,Pass,Exessive,High (9-12),0,1,1,It,Math,34.29,Needs Improvement,0
411,Wallis,Forst,Male,7,26,39,19,47,31,65,0,0,0,1,40.5,85.56,21.67,65,Excessive Absence,Fail,Exessive,Middle (6-8),0,1,3,It,Math,19.96,Failing,0
412,Janith,Bowsher,Female,12,29,44,29,71,6,22,0,1,0,0,32.0,83.89,24.44,73,Excessive Absence,Fail,Exessive,High (9-12),1,1,3,Science,English,27.72,Failing,0
413,Reinold,McPolin,Male,10,8,41,36,7,76,63,0,0,1,1,45.5,95.56,22.78,49,Excessive Tardiness,Fail,Exessive,High (9-12),0,1,2,English,Science,30.6,Failing,0
414,Lothario,O'Neal,Male,8,15,44,34,5,90,5,0,0,1,0,33.5,91.67,24.44,59,Excessive Absence,Fail,Exessive,Middle (6-8),0,1,3,English,Science,40.07,Failing,0
415,Dagny,Laughlin,Male,2,10,35,50,81,89,50,1,1,1,1,67.5,94.44,19.44,45,Excessive Tardiness,Pass,Exessive,Elementary (1-5),0,1,0,English,Math,20.47,Needs Improvement,0
416,Boy,Tomek,Male,7,10,21,66,72,17,39,1,1,0,0,48.5,94.44,11.67,31,Excessive Tardiness,Fail,Exessive,Middle (6-8),0,1,2,Science,English,25.44,Failing,0
417,Thatcher,Mattosoff,Male,1,1,34,50,89,99,50,1,1,1,1,72.0,99.44,18.89,35,Excessive Tardiness,Pass,Exessive,Elementary (1-5),0,1,0,English,Math,25.73,Satisfactory,0
